"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"179","Jules Moor","Stony Brook","AE","32","31.4","94.2","20.7","44.5","49.34","6.7","13.6","9.6","21.8","33","46","0.717","39","95","0.411","9","23","0.391","2.7","4.5","39","Fr","6-5","1","0.227235","92.6674","6.4","2019","65445","all","Texas St.","0.6364","20","39","19","56","0.512820512820513","0.339285714285714","2","5","0.4","0","0","92.3572","1.61846","0","0.505786","-2.64607","3.15185","0.936784","12.697","-2.93429","3.87107","0.8182","1.6667","2.4848","0.6364","1.0303","0.303","4.4848","","3.24637"
"180","Michael Steadman","San Jose St.","MWC","30","76.5","91.7","23.7","48.4","50.38","7.7","22.2","7.5","18.7","61","99","0.616","158","320","0.494","5","22","0.227","1.9","0.2","28.9","Jr","6-10","1","0.895","95.884","3.2","2019","67693","all","Montana","0.360006613209887","78","124","80","189","0.629032258064516","0.423280423280423","2","2","1","0","0","113.373","1.70865","0","-5.72107","-3.66938","-2.05169","-4.71461","30.4839","-1.88938","-2.82523","2.3226","6.1935","8.5161","0.871","0.129","0.4516","13.129","","1.33409"
"181","Dahmir Bishop","Xavier","BE","10","9.1","57.5","17","21.4","23.41","2.8","20.3","12.7","20","4","13","0.308","3","11","0.273","2","17","0.118","0","1","46.4","Fr","6-5","2","-1.20238","55.1307","3.4","2020","70844","all","Saint Joseph's","1.28571428571429","3","6","0","5","0.5","0","0","0","0","0","0","93.6962","1.33908","0","-5.06684","-5.59991","0.533062","-6.80655","11.9","-7.35785","0.551291","0.3","2.2","2.5","0.9","0.2","0","1.6","","8.24368"
"182","Mladen Armus","East Tennessee St.","SC","31","58.3","97.7","20.2","51.1","51.59","12.8","24.3","10.1","24.8","46","90","0.511","93","175","0.531","1","10","0.1","5.5","2.2","48.6","So","6-10","33","0.745748","96.3893","4.6","2019","51025","all","Boise St.","0.599991199894399","76","126","17","49","0.603174603174603","0.346938775510204","15","17","0.882352941176471","0","0","94.9026","2.84227","0","1.89092","-1.40973","3.30065","-0.0402435","23.9091","-1.59017","1.54992","2.7273","5","7.7273","1.3636","0.9091","1.0303","7.9697","","0.794732"
"183","Reggie Jones","Tulsa","Amer","26","27","88.5","19.3","41.3","43.8","2.5","14","12.8","15.4","13","19","0.684","13","43","0.302","20","61","0.328","1.2","1.9","18.3","Jr","6-7","22","0.18594","89.5175","3.1","2020","45286","all","Ball St.","1.23539308657082","6","16","7","27","0.375","0.259259259259259","1","1","1","0","0","93.5335","1.50514","0","-0.403194","-1.52354","1.12035","-0.453583","13.0769","-1.24562","0.792034","0.2692","1.6154","1.8846","0.8077","0.4231","0.1154","3.8077","","10.6503"
"184","Josh Parrish","Rice","CUSA","30","49.8","122.6","17.8","65","65.29","7.7","13","16.1","15.3","46","73","0.63","93","142","0.655","0","1","0","1.7","1.8","51","Jr","6-4","1","2.33275","119.067","4.1","2020","46596","all","San Diego","1.45148637489678","84","119","9","23","0.705882352941177","0.391304347826087","14","17","0.823529411764706","0","0","106.077","1.4708","0","2.87457","2.83854","0.0360309","2.11309","19.6875","2.25605","-0.142955","1.3438","2.25","3.5938","1.4062","0.7188","0.3125","7.5312","","0.0938107"
"185","Samba Diallo","Massachusetts","A10","31","67.2","95.5","16.1","44.7","50.46","8.1","17.7","6.4","20.5","64","95","0.674","64","131","0.489","5","29","0.172","0.7","1.8","59.4","So","6-7","5","0.721996","93.0817","4.1","2020","66198","all","Manhattan","0.583311805734952","57","103","7","28","0.553398058252427","0.25","6","7","0.857142857142857","0","0","100.238","2.52799","0","-0.988367","-1.49276","0.504391","-2.35148","27.0968","-2.38055","0.0290682","1.9032","4","5.9032","0.9032","0.8387","0.1935","6.6774","","2.00047"
"186","Connor Crabtree","Tulane","Amer","30","50.5","104.6","16.6","53","58.45","2.3","7.7","11.1","19.4","53","66","0.803","36","71","0.507","29","79","0.367","1","1.7","44","Fr","6-6","5","1.07785","102.344","3.4","2019","65665","all","Richmond","0.944416666666667","29","54","7","17","0.537037037037037","0.411764705882353","5","6","0.833333333333333","0","0","107.812","1.56738","0","-0.854857","-0.0226148","-0.832242","-0.831916","20.8667","-0.924989","0.0930731","0.4333","1.5333","1.9667","1.1333","0.6333","0.2","7.0667","","7.02949"
"187","Bryce Williams","Mississippi","SEC","29","28.6","86.9","16.2","49.2","57.23","1.3","6.4","11.8","33.9","29","35","0.829","14","37","0.378","11","25","0.44","1.5","2.5","56.5","Jr","6-2","13","-0.053072","84.1287","5.5","2020","70814","all","Oklahoma St.","0.657138122462507","11","22","3","15","0.5","0.2","6","6","1","0","0","97.1487","1.32168","0","-2.03579","-3.15287","1.11707","-2.07649","12.7241","-3.73327","1.65678","0.1379","0.6897","0.8276","0.7931","0.5517","0.1724","3.1034","","3.92738"
"188","Sedee Keita","St. John's","BE","22","21.5","87.5","11.6","40","43.12","4.5","12.8","5.4","17.7","11","20","0.55","18","44","0.409","0","1","0","8.2","1.9","44.4","So","6-9","0","-0.361593","79.5987","6.6","2019","46310","all","FIU","0.909","12","24","6","20","0.5","0.3","1","2","0.5","0","0","95.1798","1.57704","0","0.391872","-4.24104","4.63291","-1.58613","13.4091","-4.4695","2.88337","0.5455","1.5","2.0455","0.4545","0.4545","0.9091","2.1364","","0.187917"
"189","Alonde LeGrand","Detroit","Horz","29","40.1","74.3","9.6","37.8","42.59","3","13.5","12.4","40.6","10","14","0.714","17","42","0.405","0","3","0","1.1","2","31.1","So","6-7","13","-1.3929","61.912","4.8","2020","70821","all","North Florida","1","14","23","3","19","0.608695652173913","0.157894736842105","4","4","1","0","0","110.345","1.01044","0","-5.30118","-4.94931","-0.351865","-6.60175","17.2069","-6.54674","-0.0550123","0.4828","2.0345","2.5172","1.1724","0.6207","0.1724","1.5172","","0.34304"
"190","Xavier Bishop","UMKC","WAC","30","82","102.5","26.3","50","54.36","1.9","8.1","25.8","18.6","90","112","0.804","96","200","0.48","59","169","0.349","0","2","30.4","Jr","5-8","0","2.54423","109.097","3","2019","47555","all","Montana St.","1.34093070771832","73","117","23","83","0.623931623931624","0.27710843373494","0","0","0","0","0","109.503","2.34599","0","-0.413153","1.96814","-2.38129","-0.216474","33.7742","1.57959","-1.79606","0.5484","2.1935","2.7419","3.8065","1.129","0","15.3871","","9.63421"
"191","Alan Griffin","Illinois","B10","28","41.8","128.9","20.7","61.5","64.07","11.2","17.1","7.6","12.6","31","36","0.861","39","65","0.6","47","113","0.416","1.2","1.5","20.2","So","6-5","0","3.1792","136.468","2.5","2020","66695","all","Syracuse","0.818251240931653","34","50","5","15","0.68","0.333333333333333","4","6","0.666666666666667","0","0","91.7911","2.21058","0","8.93658","7.77659","1.15999","11.2651","18","9.69864","1.56641","1.7857","2.75","4.5357","0.6429","0.4643","0.2143","8.9286","","13.3788"
"192","Jalen Jordan","St. Francis NY","NEC","31","80.1","109.4","21.3","53.9","57.74","1.5","11.1","8.7","14.1","84","105","0.8","63","146","0.432","82","199","0.412","0.6","0.8","30.4","So","6-3","14","2.07565","106.132","1.9","2019","50785","all","Middle Tennessee","0.888841359080909","31","64","32","82","0.484375","0.390243902439024","1","2","0.5","0","0","109.507","2.21767","0","-1.56378","0.526699","-2.09048","0.536061","31.303","2.03614","-1.50008","0.4545","3.1212","3.5758","1.4545","0.4848","0.2424","14.8182","","11.4699"
"193","Malik Martin","Charlotte","CUSA","29","73.5","110.1","15","56.1","59.25","3.3","11.9","5.2","12.9","51","70","0.729","54","97","0.557","34","90","0.378","2.9","3.3","37.4","So","6-6","12","1.64418","101.451","2.2","2020","66168","all","Rhode Island","0.749974106680476","37","56","17","41","0.660714285714286","0.414634146341463","0","0","0","0","0","94.8463","3.31649","0","3.52029","0.99181","2.52848","3.5868","29.7931","1.12597","2.46083","0.7241","2.8276","3.5517","0.7241","1.6552","0.6897","9","","6.2359"
"194","Riley Till","Iowa","B10","18","7.4","79.2","12.3","33.3","34.83","7.3","9.4","6.8","19.9","4","11","0.364","4","12","0.333","0","0","0","5.9","1.8","91.7","Jr","6-7","20","-0.22362","72.7325","6.5","2020","49477","all","Cal Poly","1","4","11","0","1","0.363636363636364","0","1","1","1","0","0","98.3599","0.513996","0","1.07029","-2.10957","3.17986","-3.8896","5.1111","-4.71702","0.827421","0.3333","0.4444","0.7778","0.2222","0.1667","0.2778","0.6667","","0"
"195","Brandon Knapper","West Virginia","B12","27","18.1","76.7","23.2","32.2","36.04","1.9","10.3","15.5","24.2","12","15","0.8","14","49","0.286","10","41","0.244","0.5","1","16.7","So","6-0","2","-0.023098","84.5386","4.3","2020","65734","all","Eastern Kentucky","0.818237604320079","7","20","7","29","0.35","0.241379310344828","0","0","0","0","0","90.4682","1.06132","0","-4.15604","-4.15024","-0.00580538","-4.64361","8.3333","-4.92592","0.282309","0.1481","0.7407","0.8889","0.6667","0.1481","0.037","2.5926","","10.4056"
"196","Nolan Taylor","Cal Poly","BW","14","15.8","94.7","29.3","40.5","46.65","11.4","15.6","8.2","12","25","36","0.694","30","73","0.411","0","1","0","1.3","1","48.6","Jr","6-7","31","0.743226","102.7","4.8","2020","45530","all","Southeast Missouri St.","0.545500827287769","19","38","11","35","0.5","0.314285714285714","0","0","0","0","0","111.234","0.689661","0","-6.63661","-2.39241","-4.2442","-5.21928","13","-1.0464","-4.17288","1.2857","1.6429","2.9286","0.4286","0.2143","0.1429","6.0714","","0.319738"
"197","Lazaro Rojas","Fresno St.","MWC","9","3.9","108.7","9.6","40","46.69","10","10.1","4.1","14","2","3","0.667","2","3","0.667","0","2","0","2.6","1.3","60","Jr","6-11","35","0.104836","91.4163","4.3","2020","49218","all","UT Arlington","2","1","2","1","1","0.5","1","0","0","0","0","0","104.931","0.386712","0","-0.523267","-0.591311","0.0680442","-2.28145","5.1","-2.39415","0.112701","0.5","0.7","1.2","0.2","0.1","0.1","1","","2.65439"
"198","Drew Lowder","Holy Cross","Pat","12","25.3","97.7","30.5","53.4","54.29","1.1","8.5","30.4","21.2","10","14","0.714","36","80","0.45","29","69","0.42","0","1.8","9.4","Fr","6-0","3","2.18645","109.518","3.2","2020","71643","all","Eastern Michigan","1.11427297973737","18","27","18","53","0.666666666666667","0.339622641509434","0","0","0","0","0","118.833","0.769464","0","-5.25385","1.04079","-6.29465","-1.50176","26.3333","2.73255","-4.23431","0.25","1.8333","2.0833","3.25","0.8333","0","14.0833","","12.7157"
"199","Ed Croswell","La Salle","A10","27","47","105.6","25.3","60.2","59.8","18.4","20.9","7.1","21.1","53","96","0.552","109","181","0.602","0","0","0","2.8","1.8","53","So","6-8","11","2.12602","114.715","5.3","2020","65628","all","Providence","0.301884870096791","106","171","3","10","0.619883040935672","0.3","14","17","0.823529411764706","0","0","96.6376","2.22228","0","1.28092","0.956505","0.324415","1.73711","21.1481","2.1536","-0.41649","3.5185","3.7778","7.2963","0.5926","0.6667","0.5185","10.037","","0"
"200","Oton Jankovic","Vanderbilt","SEC","21","10.2","67.9","12.6","31.6","35.83","6","12","4.1","30.7","4","7","0.571","3","9","0.333","2","10","0.2","2.4","1.7","36.8","Fr","6-10","55","-0.501058","62.232","5.5","2020","70359","all","Tulane","0.333411105926272","2","7","1","2","0.285714285714286","0.5","1","1","1","0","0","102.659","0.535161","0","-4.4862","-4.86582","0.379616","-6.0958","6.2857","-5.56565","-0.530151","0.3333","0.619","0.9524","0.1429","0.1905","0.1429","0.7619","","4.32841"
"201","Jason Douglas-Stanley","George Mason","A10","18","6.8","74.1","16.2","26.8","30.1","0","11.8","8.5","8.4","3","4","0.75","0","6","0","5","22","0.227","0","1.4","14.3","So","6-2","20","-0.265707","69.3884","3.7","2020","66296","all","Manhattan","2","0","1","0","5","0","0","0","0","0","0","0","103.96","0.389442","0","-7.07395","-3.68314","-3.39081","-9.73115","4.8333","-6.72161","-3.00954","0","0.5","0.5","0.2222","0.1111","0","1","","14.9346"
"202","Darius Henderson","UMass Lowell","AE","8","3.9","87.3","26.5","47.6","47.84","7.2","21.6","13.4","21.7","1","2","0.5","7","17","0.412","2","4","0.5","2.1","0","9.5","So","6-9","4","0.19005","94.283","10.6","2020","66600","all","Montana","0.571355104139882","5","6","2","11","0.833333333333333","0.181818181818182","1","1","1","0","0","111.394","0.338942","0","-10.2167","-5.04149","-5.1752","-6.66526","6.8889","-4.73672","-1.92854","0.4444","1.8889","2.3333","0.4444","0","0.3333","3.3333","","4.61636"
"203","Cameron Satterwhite","Northern Arizona","BSky","27","60.4","99.7","20.7","50.2","54.29","1.6","10.3","12.4","18.6","49","63","0.778","59","129","0.457","29","75","0.387","1.3","2.5","30.9","Jr","6-4","0","1.19073","99.0292","2.6","2020","49679","all","Montana","0.978249905434372","35","63","24","66","0.555555555555556","0.363636363636364","18","21","0.857142857142857","0","0","107.116","1.75938","0","-2.0758","-0.739692","-1.3361","-0.797252","24.2759","-0.188109","-0.609142","0.3448","2.0345","2.3793","1.5517","0.9655","0.2759","9","","6.57333"
"204","Chereef Knox","Saint Joseph's","A10","26","32.6","72.9","19","36.2","38.77","2.2","8.2","6.2","20.3","16","25","0.64","17","51","0.333","20","79","0.253","3.7","1.5","19.2","Fr","6-5","0","-0.614164","74.3054","7","2020","70500","all","Coppin St.","0.44826967903891","15","36","2","15","0.416666666666667","0.133333333333333","0","0","0","0","0","108.294","1.06","0","-6.19621","-4.65886","-1.53735","-7.4006","16.1154","-6.31439","-1.08621","0.3462","1.1538","1.5","0.5","0.4231","0.6154","4.2308","","10.5562"
"205","Cam Christon","Boise St.","MWC","13","6.1","94.7","18.6","47.5","46.67","6.2","18.2","17.9","23.8","1","3","0.333","2","6","0.333","5","14","0.357","0","0.7","15","Fr","6-6","1","0.0922833","91.9379","2.6","2018","50957","all","Grambling St.","1.1428","2","5","0","1","0.4","0","0","0","0","0","0","100.589","0.593146","0","-0.611437","-1.01468","0.403245","-1.42351","5.9286","-1.40921","-0.0142975","0.3571","0.8571","1.2143","0.5714","0.0714","0.0714","2","","10.3485"
"206","Dontrell Shuler","Charleston Southern","BSth","13","33.2","94","32.6","47.3","51.79","1.7","11.3","22.5","17.4","53","74","0.716","69","146","0.473","12","38","0.316","0.3","1.9","40.2","So","6-2","33","2.16543","105.472","3.3","2020","66378","all","Middle Tennessee","1","39","60","30","86","0.65","0.348837209302326","0","0","0","0","0","109.168","1.95482","0","-5.19066","-1.64197","-3.54869","-0.256413","30.4667","0.891329","-1.14774","0.4","3","3.4","2.9333","1.2","0.0667","17.8667","","5.53065"
"207","Marco Anthony","Virginia","ACC","22","7.7","81.3","19.9","33.3","39.76","0","12","16.4","22.5","8","12","0.667","6","20","0.3","2","7","0.286","1.1","0","44.4","So","6-4","24","-0.0671879","83.8484","3.4","2019","50369","all","Utah St.","1.37513751375138","5","12","1","8","0.416666666666667","0.125","1","1","1","0","0","97.0586","0.603017","0","-4.65759","-4.28872","-0.368863","-6.47908","5.3636","-5.50342","-0.975669","0","0.5455","0.5455","0.5","0","0.0455","1.1818","","3.90087"
"208","Joel Mensah","San Diego St.","MWC","21","10.9","97.1","14.1","61.3","60.14","1.8","16.3","1.4","22.3","1","3","0.333","19","31","0.613","0","0","0","11.6","1.8","9.7","So","6-10","35","0.0684538","88.4097","7.1","2020","65859","all","James Madison","0.142814281428143","15","22","5","15","0.681818181818182","0.333333333333333","8","9","0.888888888888889","0","0","83.9637","0.967624","0","3.52408","-3.68271","7.20679","2.73772","6.4286","-3.2604","5.99813","0.0952","0.9048","1","0.0476","0.1905","0.5714","1.8571","","0"
"209","Gabe McGlothan","Southeast Missouri St.","OVC","29","52.9","102","20.2","51.3","52.5","9.9","23.1","9.1","16.7","26","43","0.605","68","136","0.5","20","55","0.364","3.6","1.6","22.5","Fr","6-7","30","0.921797","100.01","6","2019","66489","all","Grand Canyon","0.707318917284137","43","75","25","61","0.573333333333333","0.409836065573771","11","15","0.733333333333333","0","0","104.657","1.8214","0","-0.380138","-0.850158","0.47002","-1.37815","21.5806","-0.889656","-0.488491","1.871","4.3226","6.1935","0.9355","0.6452","0.6452","7.5161","","5.00276"
"210","John Hall","Evansville","MVC","31","55.3","80.1","17.3","42.7","44.28","2.2","14.9","6.1","17.9","19","31","0.613","44","91","0.484","23","93","0.247","1.2","0.8","16.8","Jr","6-7","35","-0.632136","77.1108","2.7","2020","47585","all","Portland St.","0.540563916277461","36","55","8","36","0.654545454545455","0.222222222222222","4","5","0.8","0","0","107.475","1.52581","0","-5.88307","-4.28794","-1.59513","-5.33095","22.6875","-3.76404","-1.56691","0.4062","2.7812","3.1875","0.625","0.3125","0.2812","6","","7.81148"
"211","Bul Kuol","Cal Baptist","WAC","15","25.8","119","13.4","62.9","65.93","4.8","12.4","2","18.3","16","20","0.8","8","21","0.381","19","37","0.514","0.3","1","34.5","Sr","6-7","11","1.20417","104.107","3.4","2020","67759","all","Detroit","0.5","6","14","2","7","0.428571428571429","0.285714285714286","0","0","0","0","0","107.483","1.27423","0","-1.85224","0.787713","-2.63995","0.412207","18.5","1.21024","-0.798029","0.75","2.3125","3.0625","0.375","0.5","0.0625","5.5625","","7.57914"
"212","Jalen Harris","Arkansas","SEC","32","59.7","94.1","12.7","45.3","51.44","1.5","8.7","17.2","26.6","38","51","0.745","23","46","0.5","17","61","0.279","1","2","47.7","Jr","6-2","5","0.0822022","86.3332","4.2","2020","48495","all","Georgetown","1.61696623093682","16","25","7","21","0.64","0.333333333333333","3","3","1","0","0","94.7075","2.70379","0","0.450824","-0.563833","1.01466","-0.48661","24.25","-2.21277","1.72616","0.3125","1.8125","2.125","2.375","0.875","0.2188","4.2188","","4.38837"
"213","Ajare Sanni","Pacific","WCC","18","31.2","101.5","22.4","47.2","49.62","1.3","7.7","13.8","10","22","32","0.688","26","75","0.347","27","66","0.409","0.4","1.9","22.7","Fr","6-2","14","1.15405","103.558","2","2019","66034","all","UC Santa Barbara","1.27777777777778","16","32","10","43","0.5","0.232558139534884","0","0","0","0","0","106.773","1.62613","0","-0.982149","0.676685","-1.65883","-0.266841","20.65","0.723703","-0.990544","0.2","1.2","1.4","1.15","0.65","0.05","8.6","","10.5556"
